//ID	Name	Activation Interval	Transfer Persists Duration	Use Effect Script	Remove Effect Script	Can it be Manually Cancelled?	Can Move?	Can use Skill?	Can use Normal Attack?	Can Trade?	Can use Items?	Can Attack?	Can be Attacked?	Can be Item Target?	Can be Skill Target?	Can be Invisible?	Can be Seen as Yourself?	Can use Inventory?	Can Talk to NPC?	Remove Effect ID	Screen Effect	Client Performance	Client Display ID	Ground Status Effect	Center Display	Knock out Display	Special Effect of Recipe	Dummy 1	Display Effect When Attacked With?	Dummy 2
142	#T_SKILLEFF_TXT_142#	1	0	State_wldb_Add	State_wldb_Rem	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	920	1	0	0
143	#T_SKILLEFF_TXT_143#	-1	0	State_wljy_Add	State_wljy_Rem	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	253	1	0	0
144	#T_SKILLEFF_TXT_144#	-1	State_Xw_Tran	State_Xw_Add	State_Xw_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	280	1	0	0	0	0	0
145	#T_SKILLEFF_TXT_145#	1	State_ywgj_Tran	State_ywgj_Add	State_ywgj_Rem	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	-1	293	0	0	0	-1	0	0
146	#T_SKILLEFF_TXT_146#	-1	0	State_wlnh_Add	State_wlnh_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
147	#T_SKILLEFF_TXT_147#	-1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
148	#T_SKILLEFF_TXT_148#	-1	0	State_jltx1_Add	State_jltx1_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	830	1	0	0
149	#T_SKILLEFF_TXT_149#	-1	0	State_jltx2_Add	State_jltx2_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	831	1	0	0
150	#T_SKILLEFF_TXT_150#	-1	0	State_jltx3_Add	State_jltx3_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	832	1	0	0
151	#T_SKILLEFF_TXT_151#	-1	0	State_jltx4_Add	State_jltx4_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	833	1	0	0
152	#T_SKILLEFF_TXT_152#	-1	0	State_jltx5_Add	State_jltx5_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	834	1	0	0
153	#T_SKILLEFF_TXT_153#	-1	0	State_jltx6_Add	State_jltx6_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	835	1	0	0
154	#T_SKILLEFF_TXT_154#	-1	0	State_jltx7_Add	State_jltx7_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	836	1	0	0
155	#T_SKILLEFF_TXT_155#	-1	0	State_jltx8_Add	State_jltx8_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	837	1	0	0
156	#T_SKILLEFF_TXT_156#	-1	0	State_CZZX_Add	State_CZZX_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
157	#T_SKILLEFF_TXT_157#	-1	0	State_KALA_Add	State_KALA_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
158	#T_SKILLEFF_TXT_158#	2	0	State_5MBS_Add	State_5MBS_Rem	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
159	#T_SKILLEFF_TXT_159#	-1	0	State_ShanGD_Add	State_ShanGD_Rem	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	253	1	0	0
160	#T_SKILLEFF_TXT_160#	1	State_FuShe_Tran	State_FuShe_Add	State_FuShe_Rem	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	920	1	0	0
161	#T_SKILLEFF_TXT_161#	-1	0	State_PengSheQi_Add	State_PengSheQi_Rem	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	222	-1	0	0
162	#T_SKILLEFF_TXT_162#	-1	0	State_PoRenDan_Add	State_PoRenDan_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	306	-1	0	0
163	#T_SKILLEFF_TXT_163#	1	0	State_RanShaoDan_Add	State_RanShaoDan_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
164	#T_SKILLEFF_TXT_164#	-1	0	State_czjs_Add	State_czjs_Rem	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	922	-1	0	0
165	#T_SKILLEFF_TXT_165#	-1	0	State_XUEYU_Add	State_XUEYU_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
166	#T_SKILLEFF_TXT_166#	-1	0	State_MANTOU_Add	State_MANTOU_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
167	#T_SKILLEFF_TXT_167#	-1	0	State_NVER_Add	State_NVER_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
168	#T_SKILLEFF_TXT_168#	-1	0	State_JLFT_Add	State_JLFT_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	528	-1	0	0
169	#T_SKILLEFF_TXT_169#	-1	0	State_JLFT_Add	State_JLFT_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	529	-1	0	0
170	#T_SKILLEFF_TXT_170#	-1	0	State_JLFT_Add	State_JLFT_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	530	-1	0	0
171	#T_SKILLEFF_TXT_171#	-1	0	State_JLFT_Add	State_JLFT_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	531	-1	0	0
172	#T_SKILLEFF_TXT_172#	-1	0	State_JLFT_Add	State_JLFT_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	532	-1	0	0
173	#T_SKILLEFF_TXT_173#	-1	0	State_JLFT_Add	State_JLFT_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	533	-1	0	0
174	#T_SKILLEFF_TXT_174#	-1	0	State_JLFT_Add	State_JLFT_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	534	-1	0	0
175	#T_SKILLEFF_TXT_175#	1	0	State_BHLZD_Add	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	8	0	0	0	198	2	0	0
176	#T_SKILLEFF_TXT_176#	-1	0	State_FuShiZhiQiu_Add	State_FuShiZhiQiu_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	306	1	0	0
177	#T_SKILLEFF_TXT_177#	1	State_ZaoYinZhiZao_Tran	State_ZaoYinZhiZao_Add	State_ZaoYinZhiZao_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	1	0	920	1	0	0
178	#T_SKILLEFF_TXT_178#	-1	State_DiZhenFaSheng_Tran	State_DiZhenFaSheng_Add	State_DiZhenFaSheng_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	326	1	0	253	1	0	0
179	#T_SKILLEFF_TXT_179#	-1	0	State_LianDan_Add	State_LianDan_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	271	-1	0	0
180	#T_SKILLEFF_TXT_180#	-1	0	State_HuanYinFaSheng_Add	State_HuanYinFaSheng_Rem	1	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	-1	0	0	0	912	-1	0	0
181	#T_SKILLEFF_TXT_181#	-1	0	State_ChuanZhiQianXing_Add	State_ChuanZhiQianXing_Rem	1	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
182	#T_SKILLEFF_TXT_182#	-1	State_LeiDa_Tran	State_LeiDa_Add	State_LeiDa_Rem	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	-1	176	1	0	0	-1	0	0
183	#T_SKILLEFF_TXT_183#	1	0	State_FuShiDan_Add	State_FuShiDan_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	250	-1	0	0
184	#T_SKILLEFF_TXT_184#	1	State_Slrs_Tran	State_Slrs_Add	State_Slrs_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	115	2	0	0
185	#T_SKILLEFF_TXT_185#	1	State_Myrs_Tran	State_Myrs_Add	State_Myrs_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	115	2	0	0
186	#T_SKILLEFF_TXT_186#	-1	0	State_JST_Add	State_JST_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	297	-1	0	0
187	#T_SKILLEFF_TXT_187#	1	0	State_HFZQ_Add	State_HFZQ_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	166	-1	0	0
188	#T_SKILLEFF_TXT_188#	1	0	State_EmoYuYan_Add	State_EmoYuYan_Rem	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	936	-1	0	0
189	#T_SKILLEFF_TXT_189#	3	State_XYSYF_Tran	State_XYSYF_Add	State_XYSYF_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	937	1	0	131	-1	0	0
190	#T_SKILLEFF_TXT_190#	-1	0	State_JHKML_Add	State_JHKML_Rem	3	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
191	#T_SKILLEFF_TXT_191#	-1	0	State_BDH_Add	State_BDH_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	943	-1	0	0
192	#T_SKILLEFF_TXT_192#	-1	0	State_Gbhl_Add	State_Gbhl_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	161	0	0	0
193	#T_SKILLEFF_TXT_193#	-1	0	State_BHLXY_Add	0	2	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	-1	0	0	1	253	1	0	0
194	#T_SKILLEFF_TXT_194#	-1	0	State_DHZ_Add	State_DHZ_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	1	0	0
195	#T_SKILLEFF_TXT_195#	-1	0	State_DSZ_Add	State_DSZ_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
196	#T_SKILLEFF_TXT_196#	-1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
197	#T_SKILLEFF_TXT_197#	-1	0	State_Ilovedad_Add	State_Ilovedad_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	552	-1	0	0
198	#T_SKILLEFF_TXT_198#	1	0	STATE_HPHMHF_Add	STATE_HPHMHF_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
199	#T_SKILLEFF_TXT_199#	1	0	STATE_SPHMHF_Add	STATE_SPHMHF_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
200	#T_SKILLEFF_TXT_200#	-1	0	State_BBRING1_Add	State_BBRING1_Rem	3	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	574	2	0	0
201	#T_SKILLEFF_TXT_201#	-1	0	State_BBRING2_Add	State_BBRING2_Rem	3	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	576	2	0	0
202	#T_SKILLEFF_TXT_202#	-1	0	State_BBRING3_Add	State_BBRING3_Rem	3	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	575	2	0	0
203	#T_SKILLEFF_TXT_203#	-1	0	State_BBRING4_Add	State_BBRING4_Rem	3	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	573	2	0	0
204	#T_SKILLEFF_TXT_204#	-1	0	State_BBRING5_Add	State_BBRING5_Rem	3	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	572	2	0	0
205	#T_SKILLEFF_TXT_205#	-1	0	State_BBRING6_Add	State_BBRING6_Rem	3	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	577	2	0	0
206	#T_SKILLEFF_TXT_206#	-1	0	State_lantern_Add	State_lantern_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	360	1	0	0
207	#T_SKILLEFF_TXT_207#	-1	0	State_rapiddrug_Add	State_rapiddrug_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
208	#T_SKILLEFF_TXT_208#	-1	0	State_warsit_Add	State_warsit_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
209	#T_SKILLEFF_TXT_209#	-1	0	State_darkdress_Add	State_darkdress_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
210	#T_SKILLEFF_TXT_210#	-1	0	State_DEMON_Add	State_DEMON_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
211	#T_SKILLEFF_TXT_211#	-1	0	State_GREATSH_Add	State_GREATSH_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
212	#T_SKILLEFF_TXT_212#	-1	0	State_MIRAGE_Add	State_MIRAGE_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
213	#T_SKILLEFF_TXT_213#	-1	0	State_DEVOTE_Add	State_DEVOTE_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
214	#T_SKILLEFF_TXT_214#	-1	0	State_VIGOUR_Add	State_VIGOUR_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
215	#T_SKILLEFF_TXT_215#	-1	0	State_SHIPDRIVE_Add	State_SHIPDRIVE_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
216	#T_SKILLEFF_TXT_216#	-1	0	State_SHIPRECOVER_Add	State_SHIPRECOVER_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
217	#T_SKILLEFF_TXT_217#	-1	0	0	0	3	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
218	#T_SKILLEFF_TXT_218#	-1	0	STATE_XZDLL_Add	STATE_XZDLL_Rem	3	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	578	2	0	0
219	#T_SKILLEFF_TXT_219#	-1	0	State_XTMFS_Add	State_XTMFS_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
220	#T_SKILLEFF_TXT_220#	-1	0	State_MWMXJ_Add	State_MWMXJ_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
221	#T_SKILLEFF_TXT_221#	-1	0	State_FFJGD_Add	State_FFJGD_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
222	#T_SKILLEFF_TXT_222#	-1	0	State_YSYS_Add	State_YSYS_Rem	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
223	#T_SKILLEFF_TXT_223#	-1	0	State_CD_Add	State_CD_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
224	#T_SKILLEFF_TXT_224#	-1	0	State_XLTX_Add	State_XLTX_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	319	-1	0	0
225	#T_SKILLEFF_TXT_225#	3	0	State_XLZD_Add	0	3	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	0	0	0
227	#T_SKILLEFF_TXT_227#	-1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
228	#T_SKILLEFF_TXT_228#	-1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
229	#T_SKILLEFF_TXT_229#	-1	0	0	0	3	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	583	-1	0	0
230	#T_SKILLEFF_TXT_230#	-1	0	State_LEIPI_Add	0	3	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	270	-1	0	0
231	#T_SKILLEFF_TXT_231#	-1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	1	0	103	-1	0	0
232	#T_SKILLEFF_TXT_232#	-1	0	0	State_CUSI_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	8	0	0	0	198	2	0	0
233	#T_SKILLEFF_TXT_233#	1	State_ShaoKao_Tran	State_GANMAO_Add	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	112	0	0	115	2	0	0
234	#T_SKILLEFF_TXT_234#	-1	0	STATE_ZBMAXHP_Add	STATE_ZBMAXHP_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
235	#T_SKILLEFF_TXT_235#	-1	0	STATE_ZBHP_Add	STATE_ZBHP_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
236	#T_SKILLEFF_TXT_236#	-1	0	STATE_ZBSP_Add	STATE_ZBSP_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
237	#T_SKILLEFF_TXT_237#	-1	0	STATE_ZBMOVE_Add	STATE_ZBMOVE_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
238	#T_SKILLEFF_TXT_238#	-1	0	State_JST_Add	State_JST_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
239	#T_SKILLEFF_TXT_239#	-1	0	STATE_QB_Add	STATE_QB_Rem	3	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	592	2	0	0
240	#T_SKILLEFF_TXT_240#	-1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	603	1	0	0
241	#T_SKILLEFF_TXT_241#	-1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	604	1	0	0
242	#T_SKILLEFF_TXT_242#	-1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	593	1	0	0
243	#T_SKILLEFF_TXT_243#	-1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	594	1	0	0
244	#T_SKILLEFF_TXT_244#	-1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	595	1	0	0
245	#T_SKILLEFF_TXT_245#	-1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	596	1	0	0
246	#T_SKILLEFF_TXT_246#	-1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	597	1	0	0
247	#T_SKILLEFF_TXT_247#	-1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	598	1	0	0
248	#T_SKILLEFF_TXT_248#	-1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	599	1	0	0
249	#T_SKILLEFF_TXT_249#	-1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	600	1	0	0
250	#T_SKILLEFF_TXT_250#	-1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	601	1	0	0
251	#T_SKILLEFF_TXT_251#	-1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	602	1	0	0
252	#T_SKILLEFF_TXT_252#	-1	0	0	0	3	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	605	-1	0	0
253	#T_SKILLEFF_TXT_253#	-1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	607	1	0	0
254	#T_SKILLEFF_TXT_254#	-1	0	State_EMZL_Add	State_EMZL_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
255	#T_SKILLEFF_TXT_255#	-1	0	State_KZS_Add	State_KZS_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	297	-1	0	0
256	#T_SKILLEFF_TXT_256#	-1	0	State_YFZZT_Add	State_YFZZT_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	297	-1	0	0
257	#T_SKILLEFF_TXT_257#	-1	0	State_Jnmy_Add	State_Jnmy_Rem	1	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
258	#T_SKILLEFF_TXT_258#	-1	0	State_DYMX_Add	State_DYMX_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	118	1	0	0
259	#T_SKILLEFF_TXT_259#	2	0	State_TKZY_Add	State_TKZY_Rem	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	936	-1	0	0
260	#T_SKILLEFF_TXT_260#	-1	State_ZZZY_Tran	State_ZZZY_Add	State_ZZZY_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	112	0	0	210	2	0	0
261	#T_SKILLEFF_TXT_261#	-1	State_XRZY_Tran	State_XRZY_Add	State_XRZY_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	241	-1	0	0
262	#T_SKILLEFF_TXT_262#	-1	0	State_BSG_Add	State_BSG_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	0	0	0
263	#T_SKILLEFF_TXT_263#	-1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	573	2	0	0
264	#T_SKILLEFF_TXT_264#	-1	0	State_GHZT1_Add	State_GHZT1_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	528	-1	0	0
265	#T_SKILLEFF_TXT_265#	-1	0	State_GHZT2_Add	State_GHZT2_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	529	-1	0	0
266	#T_SKILLEFF_TXT_266#	-1	0	State_GHZT3_Add	State_GHZT3_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	530	-1	0	0
267	#T_SKILLEFF_TXT_267#	-1	0	State_GHZT4_Add	State_GHZT4_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	531	-1	0	0
268	#T_SKILLEFF_TXT_268#	-1	0	State_GHZT5_Add	State_GHZT5_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	532	-1	0	0
269	#T_SKILLEFF_TXT_269#	-1	0	State_GHZT6_Add	State_GHZT6_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	533	-1	0	0
270	#T_SKILLEFF_TXT_270#	-1	0	State_GHZT7_Add	State_GHZT7_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	534	-1	0	0
271	#T_SKILLEFF_TXT_271#	-1	0	State_GHZT8_Add	State_GHZT8_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
272	#T_SKILLEFF_TXT_272#	-1	0	State_GHZT9_Add	State_GHZT9_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
273	#T_SKILLEFF_TXT_273#	-1	0	State_GHZT10_Add	State_GHZT10_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	0	-1	0	0
275	#T_SKILLEFF_TXT_275#	-1	0	State_VIPNecklace_Add	State_VIPNecklace_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	4022	1	0	0
276	#T_SKILLEFF_TXT_276#	-1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	4023	1	0	0
277	#T_SKILLEFF_TXT_277#	-1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	4024	1	0	0
278	#T_SKILLEFF_TXT_278#	-1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	4025	1	0	0
279	#T_SKILLEFF_TXT_279#	-1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	4026	1	0	0
280	#T_SKILLEFF_TXT_280#	-1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	0	0	0	4027	1	0	0
281	#T_SKILLEFF_TXT_281#	1	State_TH_Tran	State_TH_Add	State_TH_Rem	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-1	112	0	0	115	2	0	0
