//ID	Name	Not Life Skill?	Class Requirement	Left Hand Requirement	Right Hand Requirement	Armor Requirement	Conch Usage	Skill Phase	Skill Type	Useful/Harmful	Learning Level	Prerequisite	Skill Points Consumption	Discharged Status	Apply Point	Cast Range	Process Target	Attack Mode	Angle	Radius	Region Shape	Prophase Management Formula	Add Surface Formula	SP Formula	Durability Consumption Formula	Top-up Consumption Formula	Region Formula	Discharge Phase Formula	Effect Phase Formula	Positive Effect Formula	Opposing Effect Formula	Bind Status ID Can Removed Manually	Self Parameter	Self Effect	Consumable	Duration	Target Parameter	Splash Parameter	Duration on Target	Splash Persists Effect	Morph ID	Summon ID	Discharge Duration	Repeated Discharge Duration	Damage Effect	Play Effect	Action	Keyframe	Attack Sound Effect	Character Dummy	Character Effect	Base Standard Value	Item Dummy	Item Effect	Item Effect 2	Path of Flight Keyframe	Character Dummy	Item Dummy 2	Path of Flight Effect	Path of Flight Speed	Attacked Sound Effect	Dummy	Character Attacked Effect	Effect Duration Point	Surface Attacked Effect	Water Surface Effect	Icon	Play Count	Command	Description	Effect	Consumption
299	#T_SKILLINFO_TXT_299#	1	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	0	1	0	-1	-1,-1;-2,-2;-2,-2	1	1	1	150	4	1	0	0	0	0	0	0	0	0	0	0	Skill_wllk_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wllk	1	1	11,0,0,0,0,0,0,0,0,0	-1	40	1,0	913,0	0,0	0	0,0	0,0	0	5	-1	0	0	41	2	0	0	0	0	s0225.tga	0	0,0	#T_SKILLINFO_TXT_D_299#	#T_SKILLINFO_TXT_F_299#	#T_SKILLINFO_TXT_U_299#
301	#T_SKILLINFO_TXT_301#	1	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	0	1	1	-1	-1,-1;-2,-2;-2,-2	1	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	Skill_wlnh_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wlnh	1	1	11,0,0,0,0,0,0,0,0,0	-1	40	-1,0	914,0	0,0	0	0,0	0,0	0	5	-1	0	0	57	2	0	0	0	0	s0225.tga	0	0,0	#T_SKILLINFO_TXT_D_301#	#T_SKILLINFO_TXT_F_301#	#T_SKILLINFO_TXT_U_301#
302	#T_SKILLINFO_TXT_302#	1	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	0	1	0	-1	-1,-1;-2,-2;-2,-2	1	1	1	0	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_wlcx	0	Skill_wlcx_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wlcx	1	1	10,0,0,0,0,0,0,0,0,0	-1	40	-1,0	915,0	0,0	0	0,0	0,0	0	5	-1	0	0	57	2	0	0	0	0	s0225.tga	0	0,0	#T_SKILLINFO_TXT_D_302#	#T_SKILLINFO_TXT_F_302#	#T_SKILLINFO_TXT_U_302#
303	#T_SKILLINFO_TXT_303#	1	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	0	1	0	-1	-1,-1;-2,-2;-2,-2	1	1	1	0	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_zzzx	0	Skill_zzzx_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_zzzx	1	1	12,0,0,0,0,0,0,0,0,0	-1	40	-1,0	925,0	0,0	0	0,0	0,0	0	5	-1	0	0	-1	2	916	0	0	0	s0225.tga	0	0,0	#T_SKILLINFO_TXT_D_303#	#T_SKILLINFO_TXT_F_303#	#T_SKILLINFO_TXT_U_303#
304	#T_SKILLINFO_TXT_304#	1	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	0	1	0	-1	-1,-1;-2,-2;-2,-2	1	1	1	0	5	1	0	0	0	0	0	0	0	0	0	0	Skill_yghf_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_yghf	1	1	11,0,0,0,0,0,0,0,0,0	-1	72	-1,0	917,0	0,0	0	0,0	0,0	0	5	-1	0	0	73	2	0	0	0	0	s0225.tga	0	0,0	#T_SKILLINFO_TXT_D_304#	#T_SKILLINFO_TXT_F_304#	#T_SKILLINFO_TXT_U_304#
305	#T_SKILLINFO_TXT_305#	1	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	0	1	0	-1	-1,-1;-2,-2;-2,-2	1	2	2	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_wlsj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wlsj	2	1	11,0,0,0,0,0,0,0,0,0	-1	40	-1,0	0,0	0,0	0	0,0	0,0	0	5	-1	1066	1600	93	2	924	0	0	0	s0225.tga	0	0,0	#T_SKILLINFO_TXT_D_305#	#T_SKILLINFO_TXT_F_305#	#T_SKILLINFO_TXT_U_305#
306	#T_SKILLINFO_TXT_306#	1	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	0	1	0	-1	-1,-1;-2,-2;-2,-2	1	2	2	0	4	2	0	0	4	0	SkillArea_State_wlxw	0	0	0	SkillArea_Circle_wlxw	0	Skill_wlxw_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wlxw	1	1	11,0,0,0,0,0,0,0,0,0	-1	40	-1,0	278,0	0,0	0	0,0	0,0	0	5	-1	0	0	57	2	0	0	918	0	s0225.tga	0	0,0	#T_SKILLINFO_TXT_D_306#	#T_SKILLINFO_TXT_F_306#	#T_SKILLINFO_TXT_U_306#
307	#T_SKILLINFO_TXT_307#	1	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	0	1	0	-1	-1,-1;-2,-2;-2,-2	1	2	3	1000	4	2	0	0	3	0	SkillArea_State_wllm	0	0	0	SkillArea_Circle_wllm	0	Skill_wllm_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wllm	1	1	11,0,0,0,0,0,0,0,0,0	-1	114	-1,0	288,0	0,0	0	0,0	0,0	-1	-1	-1	0	0	115	-1	289	0	290	0	s0225.tga	0	0,0	#T_SKILLINFO_TXT_D_307#	#T_SKILLINFO_TXT_F_307#	#T_SKILLINFO_TXT_U_307#
308	#T_SKILLINFO_TXT_308#	1	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	0	1	0	-1	-1,-1;-2,-2;-2,-2	1	1	1	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_zdtz_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_zdtz	2	0	12,0,0,0,0,0,0,0,0,0	1	40	-1,0	0,0	0,0	0	0,0	0,0	0	5	-1	1065	1500	147	2	919	0	0	0	s0225.tga	0	0,0	#T_SKILLINFO_TXT_D_308#	#T_SKILLINFO_TXT_F_308#	#T_SKILLINFO_TXT_U_308#
309	#T_SKILLINFO_TXT_309#	1	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	-1	-1	0	-1	-1,-1;-2,-2;-2,-2	1	1	3	1500	4	1	0	0	0	0	0	0	0	0	0	0	Skill_jsfd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_jsfd	2	1	7,0,0,0,0,0,0,0,0,0	-1	151	-1,0	0,0	0,0	-1	0,0	0,0	0	2	-1	1024	1600	-1	2	226	0	0	0	s0225.tga	0	0,0	#T_SKILLINFO_TXT_D_309#	#T_SKILLINFO_TXT_F_309#	#T_SKILLINFO_TXT_U_309#
310	#T_SKILLINFO_TXT_310#	1	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	-1	-1	0	-1	-1,-1;-2,-2;-2,-2	1	1	3	1500	4	1	0	0	0	0	0	0	0	0	0	0	Skill_wlfd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wlfd	2	1	7,0,0,0,0,0,0,0,0,0	-1	151	-1,0	0,0	0,0	-1	0,0	0,0	0	2	-1	1024	1600	-1	2	226	0	0	0	s0225.tga	0	0,0	#T_SKILLINFO_TXT_D_310#	#T_SKILLINFO_TXT_F_310#	#T_SKILLINFO_TXT_U_310#
311	#T_SKILLINFO_TXT_311#	2	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	-1	1	0	-1	-1,-1;-2,-2;-2,-2	0	1	1	0	7	2	0	0	4	0	0	0	0	0	SkillArea_Circle_jlzb	Skill_jlzb_Begin	Skill_jlzb_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_jlzb	1	1	12,0,0,0,0,0,0,0,0,0	0	44	-1,0	252,0	0,0	-1	0,0	0,0	-1	-1	-1	0	0	45	-1	891	-2	892	0	s0235.tga	0	0,0	#T_SKILLINFO_TXT_D_311#	#T_SKILLINFO_TXT_F_311#	#T_SKILLINFO_TXT_U_311#
312	#T_SKILLINFO_TXT_312#	2	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	0	1	1	-1	-1,-1;-2,-2;-2,-2	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx1_Begin	Skill_Jltx1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx1	1	1	12,0,0,0,0,0,0,0,0,0	-1	88	-1,0	0,0	0,0	0	0,0	0,0	0	9	-1	0	0	-1	-1	0	0	0	0	s0240.tga	0	0,0	#T_SKILLINFO_TXT_D_312#	#T_SKILLINFO_TXT_F_312#	#T_SKILLINFO_TXT_U_312#
313	#T_SKILLINFO_TXT_313#	2	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	0	1	1	-1	-1,-1;-2,-2;-2,-2	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx2_Begin	Skill_Jltx2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx2	1	1	12,0,0,0,0,0,0,0,0,0	-1	88	-1,0	0,0	0,0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0241.tga	0	0,0	#T_SKILLINFO_TXT_D_313#	#T_SKILLINFO_TXT_F_313#	#T_SKILLINFO_TXT_U_313#
314	#T_SKILLINFO_TXT_314#	2	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	0	1	1	-1	-1,-1;-2,-2;-2,-2	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx3_Begin	Skill_Jltx3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx3	1	1	12,0,0,0,0,0,0,0,0,0	-1	88	-1,0	0,0	0,0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0242.tga	0	0,0	#T_SKILLINFO_TXT_D_314#	#T_SKILLINFO_TXT_F_314#	#T_SKILLINFO_TXT_U_314#
315	#T_SKILLINFO_TXT_315#	2	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	0	1	1	-1	-1,-1;-2,-2;-2,-2	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx4_Begin	Skill_Jltx4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx4	1	1	12,0,0,0,0,0,0,0,0,0	-1	88	-1,0	0,0	0,0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0243.tga	0	0,0	#T_SKILLINFO_TXT_D_315#	#T_SKILLINFO_TXT_F_315#	#T_SKILLINFO_TXT_U_315#
316	#T_SKILLINFO_TXT_316#	2	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	0	1	1	-1	-1,-1;-2,-2;-2,-2	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx5_Begin	Skill_Jltx5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx5	1	1	12,0,0,0,0,0,0,0,0,0	-1	88	-1,0	0,0	0,0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0244.tga	0	0,0	#T_SKILLINFO_TXT_D_316#	#T_SKILLINFO_TXT_F_316#	#T_SKILLINFO_TXT_U_316#
317	#T_SKILLINFO_TXT_317#	2	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	0	1	1	-1	-1,-1;-2,-2;-2,-2	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx6_Begin	Skill_Jltx6_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx6	1	1	12,0,0,0,0,0,0,0,0,0	-1	88	-1,0	0,0	0,0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0245.tga	0	0,0	#T_SKILLINFO_TXT_D_317#	#T_SKILLINFO_TXT_F_317#	#T_SKILLINFO_TXT_U_317#
318	#T_SKILLINFO_TXT_318#	2	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	0	1	1	-1	-1,-1;-2,-2;-2,-2	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx7_Begin	Skill_Jltx7_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx7	1	1	12,0,0,0,0,0,0,0,0,0	-1	88	-1,0	0,0	0,0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0246.tga	0	0,0	#T_SKILLINFO_TXT_D_318#	#T_SKILLINFO_TXT_F_318#	#T_SKILLINFO_TXT_U_318#
319	#T_SKILLINFO_TXT_319#	2	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	0	1	1	-1	-1,-1;-2,-2;-2,-2	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx8_Begin	Skill_Jltx8_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx8	1	1	12,0,0,0,0,0,0,0,0,0	-1	88	-1,0	0,0	0,0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0247.tga	0	0,0	#T_SKILLINFO_TXT_D_319#	#T_SKILLINFO_TXT_F_319#	#T_SKILLINFO_TXT_U_319#
320	#T_SKILLINFO_TXT_320#	1	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	0	1	0	-1	-1,-1;-2,-2;-2,-2	1	1	1	300	4	1	0	0	0	0	0	0	0	0	0	0	Skill_xzlw_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7,0,0,0,0,0,0,0,0,0	0	-1	-1,0	0,0	0,0	-1	0,0	0,0	-1	-1	-1	0	0	-1	1	927	0	0	0	0	0	0,0	#T_SKILLINFO_TXT_D_320#	#T_SKILLINFO_TXT_F_320#	#T_SKILLINFO_TXT_U_320#
321	#T_SKILLINFO_TXT_321#	0	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	1	0	0	-1	-1,-1;-2,-2;-2,-2	1	1	1	0	1	1	0	0	0	0	0	SkillSp_Cooking	0	0	0	0	Skill_Cooking_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Cooking	1	1	29,0,0,0,0,0,0,0,0,0	0	120	-1,0	0,0	0,0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	cutting.tga	1	0,0	#T_SKILLINFO_TXT_D_321#	#T_SKILLINFO_TXT_F_321#	#T_SKILLINFO_TXT_U_321#
322	#T_SKILLINFO_TXT_322#	0	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	1	0	0	-1	-1,-1;-2,-2;-2,-2	1	1	1	0	1	1	0	0	0	0	0	SkillSp_Making	0	0	0	0	Skill_Making_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Making	1	1	29,0,0,0,0,0,0,0,0,0	0	120	-1,0	0,0	0,0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	cutting.tga	1	0,0	#T_SKILLINFO_TXT_D_322#	#T_SKILLINFO_TXT_F_322#	#T_SKILLINFO_TXT_U_322#
323	#T_SKILLINFO_TXT_323#	0	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	1	0	0	-1	-1,-1;-2,-2;-2,-2	1	1	1	0	1	1	0	0	0	0	0	SkillSp_Founding	0	0	0	0	Skill_Founding_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Founding	1	1	29,0,0,0,0,0,0,0,0,0	0	120	-1,0	0,0	0,0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	cutting.tga	1	0,0	#T_SKILLINFO_TXT_D_323#	#T_SKILLINFO_TXT_F_323#	#T_SKILLINFO_TXT_U_323#
324	#T_SKILLINFO_TXT_324#	0	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	1	0	0	-1	-1,-1;-2,-2;-2,-2	1	1	1	0	1	1	0	0	0	0	0	SkillSp_Dismissing	0	0	0	0	Skill_Dismissing_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Dismissing	1	1	29,0,0,0,0,0,0,0,0,0	0	120	-1,0	0,0	0,0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	cutting.tga	1	0,0	#T_SKILLINFO_TXT_D_324#	#T_SKILLINFO_TXT_F_324#	#T_SKILLINFO_TXT_U_324#
325	#T_SKILLINFO_TXT_325#	1	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	2	1	0	-1	-1,-1;-2,-2;-2,-2	1	1	3	800	4	1	0	0	0	0	0	SkillSp_HyzHX	0	0	0	0	Skill_HyzHX_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_HyzHX	2	1	14,0,0,0,0,0,0,0,0,0	0	40	2,0	186,0	0,0	0	218,0	0,0	0	9	-1	1018	1600	41	2	195	-1	0	0	s0081.tga	0	0,0	#T_SKILLINFO_TXT_D_325#	#T_SKILLINFO_TXT_F_325#	#T_SKILLINFO_TXT_U_325#
326	#T_SKILLINFO_TXT_326#	1	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	2	1	0	-1	-1,-1;-2,-2;-2,-2	1	1	1	600	4	2	0	0	1	0	0	SkillSp_BkcjHX	0	0	SkillArea_Line_BkcjHX	0	Skill_BkcjHX_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BkcjHX	1	1	13,0,0,0,0,0,0,0,0,0	0	106	6,-1	265,266	0,0	0	0,0	0,0	0	-1	-1	0	0	107	2	267	0	0	0	s0216.tga	0	0,0	#T_SKILLINFO_TXT_D_326#	#T_SKILLINFO_TXT_F_326#	#T_SKILLINFO_TXT_U_326#
327	#T_SKILLINFO_TXT_327#	1	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	2	1	0	-1	-1,-1;-2,-2;-2,-2	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_BtHX	0	0	0	0	Skill_BtHX_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BtHX	2	1	7,0,0,0,0,0,0,0,0,0	0	70	-1,0	0,0	0,0	1	256,-1	257,0	0	-1	-1	0	0	71	2	258	0	0	0	s0096.tga	0	0,0	#T_SKILLINFO_TXT_D_327#	#T_SKILLINFO_TXT_F_327#	#T_SKILLINFO_TXT_U_327#
